user_id,first_post_date,last_post_date,content_count,avg_interactions,max_interactions,total_interactions,active_days,avg_sentiment,sentiment_std,avg_title_length,avg_special_chars,post_timestamps,morning_ratio,afternoon_ratio,evening_ratio,night_ratio,viral_content_count,interaction_efficiency_viz,content_engagement_ratio,content_count_norm,content_engagement_ratio_norm,account_age_days,active_days_ratio,posting_consistency,posting_periodicity,content_stability,interaction_efficiency,creator_growth_potential,growth_potential,title_optimization,special_char_usage,sentiment_variation,content_quality_index,prime_time_ratio,time_diversity,activity_score,engagement_index,loyalty_index,viral_capability,viral_potential,influence_score,kmeans_cluster,dbscan_cluster,agg_cluster,gmm_cluster,ensemble_cluster,anomaly_score,is_anomaly,lof_anomaly,cluster_label,log_efficiency
Abby芳芳,2025-03-27 17:03:41,2025-03-27 17:03:41,1.0,961.0,961.0,961.0,1.0,0.8164740204811096,0.0,21.0,2.0,2025-03-27 17:03:41,0.0,1.0,0.0,0.0,0.0,961.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3022164757690809,1.0,0.982352939513841,0.71340885862169,0.9142489300162009,0.0,0.8147106030396669,1.0,-7.213475800929758e-11,0.36470587902768176,0.7963630651982538,0.9647058790276817,0.0,0.24441318091190006,0.49272212038019286,0,-1,0,4,0,0.15443831375143663,False,False,0,0.26406779399759744
ac,2025-05-24 17:03:41,2025-05-24 17:03:41,1.0,5.0,5.0,5.0,1.0,0.9824429750442505,0.0,11.0,0.0,2025-05-24 17:03:41,0.0,1.0,0.0,0.0,0.0,5.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2937027900024308,1.0,0.982352939513841,0.8485630743577833,0.6949985793937281,0.0,0.8420015429319206,1.0,-7.213475800929758e-11,0.36470587902768176,0.8429759214264971,0.9647058790276817,0.0,0.25260046287957616,0.5015916758451753,0,-1,0,0,0,0.15362237645642324,False,False,0,0.2575084865463589
ACCA,2025-02-12 17:03:41,2025-02-12 17:03:41,1.0,37.0,37.0,37.0,1.0,0.31451600790023804,0.0,13.0,1.0,2025-02-12 17:03:41,0.0,1.0,0.0,0.0,0.0,37.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.35508372884784956,1.0,0.982352939513841,0.9361686877618887,0.8903748246887636,0.0,0.7136865067836301,1.0,-7.213475800929758e-11,0.36470587902768176,0.8467371871048344,0.9647058790276817,0.0,0.21410595203508903,0.45988928909698085,1,-1,1,0,1,0.15573587679110407,False,False,0,0.30386324493022393
AC学院美睫,2024-11-14 17:03:41,2024-11-14 17:03:41,1.0,1.0,1.0,1.0,1.0,0.44243699312210083,0.0,15.0,0.0,2024-11-14 17:03:41,0.0,1.0,0.0,0.0,0.0,1.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2556159610869939,1.0,0.982352939513841,0.976225698834006,0.6949985793937281,0.0,0.7045537571166117,1.0,-7.213475800929758e-11,0.36470587902768176,0.8040049113445644,0.9647058790276817,0.0,0.2113661271349835,0.4569211454551999,1,-1,0,4,1,0.1606258469187381,False,False,0,0.22762625782505833
adiosLo,2025-04-15 17:03:41,2025-04-15 17:03:41,1.0,70.0,70.0,70.0,1.0,0.9991660118103027,0.0,19.0,2.0,2025-04-15 17:03:41,0.0,1.0,0.0,0.0,0.0,70.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2404760213332259,1.0,0.982352939513841,0.8010144720257952,0.9142489300162009,0.0,0.904809804617433,1.0,-7.213475800929758e-11,0.36470587902768176,0.8774496748950986,0.9647058790276817,0.0,0.2714429413852299,0.5220043608929668,0,-1,0,7,0,0.1457807225169479,False,False,0,0.21549519412269005
Administratorron榮,2024-12-04 17:03:41,2024-12-04 17:03:41,1.0,16.0,16.0,16.0,1.0,0.9652299880981445,0.0,14.0,1.0,2024-12-04 17:03:41,0.0,1.0,0.0,0.0,0.0,16.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.37636703445336234,1.0,0.982352939513841,0.9799714944639413,0.8903748246887636,0.0,0.9451921024169497,1.0,-7.213475800929758e-11,0.36470587902768176,1.023040871674466,0.9647058790276817,0.0,0.2835576307250849,0.5351286076778097,0,-1,0,7,0,0.10689671903996012,False,False,0,0.31944744409738157
aduvii,2024-08-18 17:03:41,2024-08-18 17:03:41,1.0,355.0,355.0,355.0,1.0,0.9453759789466858,0.0,24.0,1.0,2024-08-18 17:03:41,0.0,1.0,0.0,0.0,0.0,355.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.14644429502886336,1.0,0.982352939513841,0.582000438515532,0.8903748246887636,0.0,0.8059170807169939,1.0,-7.213475800929758e-11,0.36470587902768176,0.8746456130755094,0.9647058790276817,0.0,0.24177512421509814,0.48986422562532406,0,-1,0,7,0,0.12542184489024355,False,False,0,0.1366652351566868
Agent辰辰,2024-08-25 17:03:41,2025-04-30 17:03:41,2.0,746.5,928.0,1493.0,2.0,0.71322101354599,0.1633700132369995,20.0,3.0,"2025-04-30 17:03:41,2024-08-25 17:03:41",0.0,1.0,0.0,0.0,0.0,373.25,0.2680449408951331,0.030303030293847566,0.4942210497823792,249.0,0.008032128514056224,0.9117646975692043,0.0,0.008032128514056224,0.4624816885501012,0.19897130578503877,0.28424823096057716,0.7572116653237426,0.7188726847211653,0.3291424463636485,0.7297684545302993,1.0,-7.213475800929758e-11,0.3828876972039903,0.9179535567652997,0.3695251561361155,0.0,0.21893053635908977,0.4726916796881102,6,-1,7,2,6,0.015197806509634315,False,False,3,0.38013477939598705
AGxi,2025-07-20 14:36:00,2025-07-20 14:36:00,1.0,425.0,425.0,425.0,1.0,0.7319210171699524,0.0,8.0,2.0,2025-07-20 14:36:00,0.0,1.0,0.0,0.0,0.0,425.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3577279975988916,1.0,0.982352939513841,0.7171546542516253,0.9142489300162009,0.0,0.7877748671459263,1.0,-7.213475800929758e-11,0.36470587902768176,0.7869882772310781,0.9647058790276817,0.0,0.23633246014377787,0.48396800621472713,0,-1,0,0,0,0.16655251879133898,False,False,0,0.3058127127555867
Aikoko_,2025-03-01 17:03:41,2025-03-01 17:03:41,1.0,1285.0,1285.0,1285.0,1.0,0.421875,0.0,32.0,5.0,2025-03-01 17:03:41,0.0,1.0,0.0,0.0,0.0,1285.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3857736840244768,1.0,0.982352939513841,0.2315779848991104,0.3281201941310943,0.0,0.3271910596767349,1.0,-7.213475800929758e-11,0.36470587902768176,0.6189179968573602,0.9647058790276817,0.0,0.09815731790302047,0.3342782687872399,2,-1,3,1,2,0.02137510126116693,False,False,0,0.326258600295288
aimaoooo,2025-05-10 17:03:41,2025-05-10 17:03:41,1.0,217.0,217.0,217.0,1.0,0.17402400076389313,0.0,13.0,1.0,2025-05-10 17:03:41,0.0,1.0,0.0,0.0,0.0,217.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.25252305035723316,1.0,0.982352939513841,0.9361686877618887,0.8903748246887636,0.0,0.6668558377381818,1.0,-7.213475800929758e-11,0.36470587902768176,0.8436713287954976,0.9647058790276817,0.0,0.20005675132145453,0.4446693216572102,1,-1,1,0,1,0.1542141337098502,False,False,0,0.22515995728636976
Ai了么,2025-04-23 17:03:41,2025-04-23 17:03:41,1.0,1446.0,1446.0,1446.0,1.0,0.9838950037956238,0.0,7.0,0.0,2025-04-23 17:03:41,0.0,1.0,0.0,0.0,0.0,1446.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.21184439810816363,1.0,0.982352939513841,0.6733518475495726,0.6949985793937281,0.0,0.7840818102463082,1.0,-7.213475800929758e-11,0.36470587902768176,0.8753031276256042,0.9647058790276817,0.0,0.23522454307389246,0.4827677627223512,0,-1,0,0,0,0.1324006283019602,False,False,0,0.19214349500593536
AI米,2024-06-16 17:03:41,2024-06-16 17:03:41,1.0,1.0,1.0,1.0,1.0,0.5986649990081787,0.0,26.0,0.0,2024-06-16 17:03:41,0.0,1.0,0.0,0.0,0.0,1.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.42978072711091353,1.0,0.982352939513841,0.4943948251114265,0.6949985793937281,0.0,0.5960194678377778,1.0,-7.213475800929758e-11,0.36470587902768176,0.7270792320357526,0.9647058790276817,0.0,0.17880584035133334,0.42164750143957885,2,-1,1,1,2,0.11774834367841785,False,False,0,0.3575210948297154
AI糖,2025-01-19 17:03:41,2025-01-19 17:03:41,1.0,0.0,0.0,0.0,1.0,0.39789900183677673,0.0,2.0,0.0,2025-01-19 17:03:41,0.0,1.0,0.0,0.0,0.0,0.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.30853275462490115,1.0,0.982352939513841,0.4543378140393092,0.6949985793937281,0.0,0.5157451317566046,1.0,-7.213475800929758e-11,0.36470587902768176,0.7417229533012899,0.9647058790276817,0.0,0.1547235395269814,0.39555834221319763,1,-1,1,0,1,0.10416153331751343,False,False,0,0.268906474868039
Ajiao（努力打工版）,2025-07-19 16:00:56,2025-07-19 16:00:56,1.0,2588.0,2588.0,2588.0,1.0,0.9875119924545288,0.0,23.0,4.0,2025-07-19 16:00:56,0.0,1.0,0.0,0.0,0.0,2588.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.22559448575640262,1.0,0.982352939513841,0.6258032452175846,0.5234964394261298,0.0,0.7122705590327477,1.0,-7.213475800929758e-11,0.36470587902768176,0.8170443934685012,0.9647058790276817,0.0,0.21368116770982432,0.45942910607794407,0,-1,0,7,0,0.1308311025240646,False,False,0,0.2034260207744229
AJ張傑,2025-02-22 17:03:41,2025-02-22 17:03:41,1.0,114.0,114.0,114.0,1.0,0.1525849997997284,0.0,5.0,0.0,2025-02-22 17:03:41,0.0,1.0,0.0,0.0,0.0,114.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.403714275774416,1.0,0.982352939513841,0.5857462341454672,0.6949985793937281,0.0,0.47777660444630793,1.0,-7.213475800929758e-11,0.36470587902768176,0.6517448518004809,0.9647058790276817,0.0,0.14333298133389238,0.38321857083735117,1,-1,1,0,1,0.0828639897007783,False,False,0,0.3391217776100229
AK007设计师,2024-10-10 17:03:41,2024-10-10 17:03:41,1.0,225.0,225.0,225.0,1.0,0.9987109899520874,0.0,20.0,2.0,2024-10-10 17:03:41,0.0,1.0,0.0,0.0,0.0,225.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2651412050412309,1.0,0.982352939513841,0.7572116653237426,0.9142489300162009,0.0,0.8900571950973436,1.0,-7.213475800929758e-11,0.36470587902768176,0.8963162869043124,0.9647058790276817,0.0,0.26701715852920305,0.5172097627989377,0,-1,0,7,0,0.15136455261129805,False,False,0,0.23518374048845078
Akiiiko,2024-11-20 17:03:41,2025-03-10 17:03:41,2.0,277.0,334.0,554.0,2.0,0.45879749953746796,0.07962150871753693,19.0,3.5,"2024-11-20 17:03:41,2025-03-10 17:03:41",0.0,1.0,0.0,0.0,0.0,138.5,0.2680449408951331,0.030303030293847566,0.4942210497823792,111.0,0.018018018018018018,0.9117646975692043,0.0,0.018018018018018018,0.32870191558112605,0.2328308893643058,0.3041737896013992,0.8010144720257952,0.6211845620736476,0.16041388283684999,0.6269988445456369,1.0,-7.213475800929758e-11,0.3828876972039903,0.7821998925054381,0.37551668983849257,0.0,0.18809965336369108,0.439291556443095,6,-1,7,2,6,0.022842283469012292,False,False,3,0.2842024623098231
alak,2024-07-18 17:03:41,2024-07-18 17:03:41,1.0,0.0,0.0,0.0,1.0,0.6429340243339539,0.0,4.0,0.0,2024-07-18 17:03:41,0.0,1.0,0.0,0.0,0.0,0.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.49125204725563665,1.0,0.982352939513841,0.5419434274434145,0.6949985793937281,0.0,0.6266253437236988,1.0,-7.213475800929758e-11,0.36470587902768176,0.6795169450305031,0.9647058790276817,0.0,0.18798760311710963,0.4315944111025032,1,-1,1,0,1,0.11323887429696144,True,True,0,0.39961606727440213
Ala李顿顿,2025-03-21 17:03:41,2025-03-21 17:03:41,1.0,142.0,142.0,142.0,1.0,0.8721429705619812,0.0,16.0,1.0,2025-03-21 17:03:41,0.0,1.0,0.0,0.0,0.0,142.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3633062538884191,1.0,0.982352939513841,0.9324228921319533,0.8903748246887636,0.0,0.8983135624608994,1.0,-7.213475800929758e-11,0.36470587902768176,0.991198710387647,0.9647058790276817,0.0,0.2694940687382698,0.5198930821920934,0,-1,0,4,0,0.13485430143322985,False,False,0,0.30991281851580393
Alessアレス,2025-03-27 17:03:41,2025-03-27 17:03:41,1.0,257.0,257.0,257.0,1.0,0.3716520071029663,0.0,16.0,2.0,2025-03-27 17:03:41,0.0,1.0,0.0,0.0,0.0,257.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2725487699478262,1.0,0.982352939513841,0.9324228921319533,0.9142489300162009,0.0,0.7394412764170402,1.0,-7.213475800929758e-11,0.36470587902768176,0.7745700107514824,0.9647058790276817,0.0,0.22183238292511204,0.46825958922783917,1,-1,1,4,1,0.15868433928938852,False,False,0,0.24102179479677996
alex,2024-08-17 17:03:41,2024-08-17 17:03:41,1.0,818.0,818.0,818.0,1.0,0.9579449892044067,0.0,19.0,2.0,2024-08-17 17:03:41,0.0,1.0,0.0,0.0,0.0,818.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3344685699202235,1.0,0.982352939513841,0.8010144720257952,0.9142489300162009,0.0,0.891069463748801,1.0,-7.213475800929758e-11,0.36470587902768176,0.9224777384823175,0.9647058790276817,0.0,0.2673208391246403,0.5175387501106614,0,-1,0,7,0,0.15302990586971593,False,False,0,0.28853313763321575
alibae,2024-09-16 17:03:41,2024-09-16 17:03:41,1.0,183.0,183.0,183.0,1.0,0.7481799721717834,0.0,13.0,1.0,2024-09-16 17:03:41,0.0,1.0,0.0,0.0,0.0,183.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.41528790247727343,1.0,0.982352939513841,0.9361686877618887,0.8903748246887636,0.0,0.8582411615408119,1.0,-7.213475800929758e-11,0.36470587902768176,0.8451380260547108,0.9647058790276817,0.0,0.25747234846224354,0.5068695518930649,0,-1,0,0,0,0.15461144150442468,False,False,0,0.34733297504732646
Alice和糯米糍小姐,2024-07-21 17:03:41,2024-07-21 17:03:41,1.0,52.0,52.0,52.0,1.0,0.9978179931640625,0.0,20.0,1.0,2024-07-21 17:03:41,0.0,1.0,0.0,0.0,0.0,52.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.26291019027798035,1.0,0.982352939513841,0.7572116653237426,0.8903748246887636,0.0,0.8818014943921896,1.0,-7.213475800929758e-11,0.36470587902768176,0.8647309636738403,0.9647058790276817,0.0,0.2645404483176569,0.5145266600697627,0,-1,0,7,0,0.15132550914241344,False,False,0,0.23341873258824541
Alicia wallpaper,2024-06-09 17:03:41,2024-06-09 17:03:41,1.0,1.0,1.0,1.0,1.0,0.8537430167198181,0.0,12.0,2.0,2024-06-09 17:03:41,0.0,1.0,0.0,0.0,0.0,1.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3652013236836016,1.0,0.982352939513841,0.8923658810598359,0.9142489300162009,0.0,0.8867859425986183,1.0,-7.213475800929758e-11,0.36470587902768176,0.9315117506756871,0.9647058790276817,0.0,0.2660357827795855,0.516146605736852,0,-1,0,0,0,0.14205002379577253,False,False,0,0.31130190763945675
ALLNut4,2024-12-16 17:03:41,2024-12-16 17:03:41,1.0,662.0,662.0,662.0,1.0,0.872331976890564,0.0,20.0,2.0,2024-12-16 17:03:41,0.0,1.0,0.0,0.0,0.0,662.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.46664082179388067,1.0,0.982352939513841,0.7572116653237426,0.9142489300162009,0.0,0.847930857410169,1.0,-7.213475800929758e-11,0.36470587902768176,0.897797975636065,0.9647058790276817,0.0,0.2543792572230507,0.503518703050606,0,-1,0,4,0,0.14882269783188473,False,False,0,0.38297463059667297
Alpha-COCO,2024-06-29 17:03:41,2024-06-29 17:03:41,1.0,308.0,308.0,308.0,1.0,0.4200359880924225,0.0,20.0,2.0,2024-06-29 17:03:41,0.0,1.0,0.0,0.0,0.0,308.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.14586539837740953,1.0,0.982352939513841,0.7572116653237426,0.9142489300162009,0.0,0.6971655278107886,1.0,-7.213475800929758e-11,0.36470587902768176,0.8536628705031768,0.9647058790276817,0.0,0.20914965834323657,0.45451997093080737,1,-1,1,4,1,0.13011438089813404,False,False,0,0.13616015797150058
Alwaysem,2024-12-10 17:03:41,2024-12-10 17:03:41,1.0,123.0,123.0,123.0,1.0,0.9781399965286255,0.0,19.0,2.0,2024-12-10 17:03:41,0.0,1.0,0.0,0.0,0.0,123.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.34224457145345927,1.0,0.982352939513841,0.8010144720257952,0.9142489300162009,0.0,0.8978011328568739,1.0,-7.213475800929758e-11,0.36470587902768176,0.8741583111323115,0.9647058790276817,0.0,0.2693403398570622,0.5197265425707851,0,-1,0,7,0,0.15438495247094358,False,False,0,0.2943432659491369
AmandaX,2024-06-10 17:03:41,2024-09-18 17:03:41,2.0,676.0,746.0,1352.0,2.0,0.6928810179233551,0.15935900807380676,8.5,0.0,"2024-06-10 17:03:41,2024-09-18 17:03:41",0.0,1.0,0.0,0.0,0.0,338.0,0.2680449408951331,0.030303030293847566,0.4942210497823792,101.0,0.019801980198019802,0.9117646975692043,0.0,0.019801980198019802,0.5621151991606932,0.23753918844940555,0.3070631277979496,0.7390560576026516,0.6949985793937281,0.32106145263883745,0.7089785516399116,1.0,-7.213475800929758e-11,0.3828876972039903,0.7512105686066202,0.37658706714649365,0.0,0.2126935654919735,0.46593496124873424,6,-1,7,2,6,-0.007945191304447707,True,True,3,0.44604079976120214
Amass友怡,2024-10-31 17:03:41,2024-10-31 17:03:41,1.0,0.0,0.0,0.0,1.0,0.6265389919281006,0.0,24.0,3.0,2024-10-31 17:03:41,0.0,1.0,0.0,0.0,0.0,0.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.387642105411818,1.0,0.982352939513841,0.582000438515532,0.7188726847211653,0.0,0.6424707050549326,1.0,-7.213475800929758e-11,0.36470587902768176,0.8191611772198644,0.9647058790276817,0.0,0.1927412115164798,0.43674415353515417,1,-1,0,4,1,0.1271941134680915,False,False,0,0.3276059797088788
AmatBene阿贝西,2024-09-13 17:03:41,2024-09-13 17:03:41,1.0,120.0,120.0,120.0,1.0,0.9918590188026428,0.0,15.0,1.0,2024-09-13 17:03:41,0.0,1.0,0.0,0.0,0.0,120.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2948172281203019,1.0,0.982352939513841,0.976225698834006,0.8903748246887636,0.0,0.9528198474418041,1.0,-7.213475800929758e-11,0.36470587902768176,1.0335054276243962,0.9647058790276817,0.0,0.2858459542325412,0.5376076248108874,0,-1,0,7,0,0.09612408868291256,False,False,0,0.2583695486041564
Amorill百威,2025-03-12 17:03:41,2025-03-12 17:03:41,1.0,119.0,119.0,119.0,1.0,0.03731200098991394,0.0,20.0,1.0,2025-03-12 17:03:41,0.0,1.0,0.0,0.0,0.0,119.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.259997446421966,1.0,0.982352939513841,0.7572116653237426,0.8903748246887636,0.0,0.56163283033414,1.0,-7.213475800929758e-11,0.36470587902768176,0.7091550513566256,0.9647058790276817,0.0,0.168489849100242,0.4104718442508966,1,-1,1,4,1,0.12946366302515722,False,False,0,0.23110969431209963
Amy,2025-07-19 16:03:06,2025-07-19 16:03:06,1.0,793.0,793.0,793.0,1.0,0.44007301330566406,0.0,8.0,0.0,2025-07-19 16:03:06,0.0,1.0,0.0,0.0,0.0,793.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2532910146094002,1.0,0.982352939513841,0.7171546542516253,0.6949985793937281,0.0,0.6174087489836725,1.0,-7.213475800929758e-11,0.36470587902768176,0.7005121820426188,0.9647058790276817,0.0,0.18522262469510173,0.4285990178119946,1,-1,1,0,1,0.15364995418520216,False,False,0,0.22577290322433669
An,2025-07-20 14:36:01,2025-07-20 14:36:01,1.0,757.0,757.0,757.0,1.0,0.8992509841918945,0.0,15.0,1.0,2025-07-20 14:36:01,0.0,1.0,0.0,0.0,0.0,757.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3154816719109216,1.0,0.982352939513841,0.976225698834006,0.8903748246887636,0.0,0.9219505025715548,1.0,-7.213475800929758e-11,0.36470587902768176,0.8915815486996992,0.9647058790276817,0.0,0.2765851507714664,0.5275750877280564,0,-1,0,0,0,0.15111520882272067,False,False,0,0.27420288898832296
Anchor77-,2025-07-20 15:00:53,2025-07-20 15:00:53,1.0,2814.0,2814.0,2814.0,1.0,0.5,0.0,9.0,4.0,2025-07-20 15:00:53,0.0,1.0,0.0,0.0,0.0,2814.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.38826750037371466,1.0,0.982352939513841,0.760957460953678,0.5234964394261298,0.0,0.5948179667932693,1.0,-7.213475800929758e-11,0.36470587902768176,0.7302055753744365,0.9647058790276817,0.0,0.17844539003798077,0.4212570136001136,1,-1,1,0,1,0.1353768687346023,False,False,0,0.32805656712798953
And Listen,2025-07-20 15:00:53,2025-07-20 15:00:53,1.0,155.0,155.0,155.0,1.0,0.9975969791412354,0.0,20.0,1.0,2025-07-20 15:00:53,0.0,1.0,0.0,0.0,0.0,155.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.4705061811800937,1.0,0.982352939513841,0.7572116653237426,0.8903748246887636,0.0,0.8817278230512472,1.0,-7.213475800929758e-11,0.36470587902768176,0.9929363121225496,0.9647058790276817,0.0,0.2645183469153741,0.5145027168839564,0,-1,0,7,0,0.11074780003740625,False,False,0,0.38560668245774915
Andy一只卷儿,2025-07-20 15:00:53,2025-07-20 15:00:53,1.0,1050.0,1050.0,1050.0,1.0,0.8657079935073853,0.0,21.0,6.0,2025-07-20 15:00:53,0.0,1.0,0.0,0.0,0.0,1050.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.19084522111120641,1.0,0.982352939513841,0.71340885862169,0.13274394883605867,0.0,0.570620266988378,1.0,-7.213475800929758e-11,0.36470587902768176,0.7288919641108629,0.9647058790276817,0.0,0.1711860800965134,0.41339276116352397,2,-1,1,1,2,0.12461288338643267,False,False,0,0.17466332484254035
Angel,2024-09-30 17:03:41,2024-09-30 17:03:41,1.0,53.0,53.0,53.0,1.0,0.3452790081501007,0.0,15.0,0.0,2024-09-30 17:03:41,0.0,1.0,0.0,0.0,0.0,53.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.4941293643390912,1.0,0.982352939513841,0.976225698834006,0.6949985793937281,0.0,0.672167762125945,1.0,-7.213475800929758e-11,0.36470587902768176,0.7781168506799363,0.9647058790276817,0.0,0.20165032863778348,0.44639569708323323,1,-1,1,4,1,0.14568156063037863,False,False,0,0.40154367221171927
Angela你想怎样,2025-02-14 17:03:41,2025-02-14 17:03:41,1.0,1.0,1.0,1.0,1.0,0.9104620218276978,0.0,7.0,0.0,2025-02-14 17:03:41,0.0,1.0,0.0,0.0,0.0,1.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.301321134885841,1.0,0.982352939513841,0.6733518475495726,0.6949985793937281,0.0,0.7596041495903328,1.0,-7.213475800929758e-11,0.36470587902768176,0.9243787759884998,0.9647058790276817,0.0,0.22788124487709985,0.47481252300915927,0,-1,0,0,0,0.1404551013904542,False,False,0,0.26338000603181505
Angie Chen,2024-12-09 17:03:41,2024-12-09 17:03:41,1.0,50.0,50.0,50.0,1.0,0.6260660290718079,0.0,21.0,1.0,2024-12-09 17:03:41,0.0,1.0,0.0,0.0,0.0,50.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2879185812673958,1.0,0.982352939513841,0.71340885862169,0.8903748246887636,0.0,0.7432832374607538,1.0,-7.213475800929758e-11,0.36470587902768176,0.8020805545563308,0.9647058790276817,0.0,0.2229849712382261,0.46950822656704605,0,-1,0,4,0,0.1594292319948764,False,False,0,0.25302741238240556
Angry Bra,2024-06-30 17:03:41,2024-06-30 17:03:41,1.0,21.0,21.0,21.0,1.0,0.6923789978027344,0.0,9.0,2.0,2024-06-30 17:03:41,0.0,1.0,0.0,0.0,0.0,21.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.3808653395421258,1.0,0.982352939513841,0.760957460953678,0.9142489300162009,0.0,0.7891951295908711,1.0,-7.213475800929758e-11,0.36470587902768176,0.8640459584440923,0.9647058790276817,0.0,0.23675853887726134,0.4844295915093342,0,-1,0,0,0,0.1632235824186377,False,False,0,0.32271036028984146
Aniya_曜曜🍭,2025-05-27 17:03:41,2025-05-27 17:03:41,1.0,73.0,73.0,73.0,1.0,0.8513200283050537,0.0,18.0,2.0,2025-05-27 17:03:41,0.0,1.0,0.0,0.0,0.0,73.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.2778061037360151,1.0,0.982352939513841,0.844817278727848,0.9142489300162009,0.0,0.8701287456830342,1.0,-7.213475800929758e-11,0.36470587902768176,0.9851908616718472,0.9647058790276817,0.0,0.26103862370491027,0.5107330167392872,0,-1,0,4,0,0.1428561840092537,False,False,0,0.2451446259285046
Anna,2024-10-04 17:03:41,2024-10-04 17:03:41,1.0,2.0,2.0,2.0,1.0,0.7401959896087646,0.0,4.0,0.0,2024-10-04 17:03:41,0.0,1.0,0.0,0.0,0.0,2.0,0.18768468914765865,0.0,0.3460528812402577,1.0,1.0,0.9117646975692043,0.0,1.0,0.06710233819622863,1.0,0.982352939513841,0.5419434274434145,0.6949985793937281,0.0,0.6590459988153025,1.0,-7.213475800929758e-11,0.36470587902768176,0.7048567133459995,0.9647058790276817,0.0,0.19771379964459074,0.4421311240072744,1,-1,1,0,1,0.09258420119051408,True,True,0,0.06494687980678357
